Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV2504;Esperance;Esperance;Esperance;;Esperance;;;;;;;;;
PROV2506;Tennant Creek;Tennant Creek;Tennant Creek;;Tennant Creek;;;;;;;;;
PROV2508;Norfolk Island;姤e Norfolk;Norfolk Island;;Isla de Norfolk ;;;;;;;;;
PROV2509;Auckland;Auckland;Auckland;;Auckland;;;;;;;;;
PROV2514;Hokitika;Hokitika;Hokitika;;Hokitika;;;;;;;;;
PROV2517;Guam;Guam;Guam;;Guam;;;;;;;;;
PROV2518;Palau;Palau;Palau;;Palau;;;;;;;;;
PROV2520;Taveuni;Taveuni;Taveuni;;Taveuni;;;;;;;;;
PROV2521;Saipan;Saipan;Saipan;;Saipan;;;;;;;;;
PROV2522;Marshall Islands;姤es Marshall;Marshallinseln;;Islas Marshall;;;;;;;;;
PROV2523;Nauru;Nauru;Nauru;;Nauru;;;;;;;;;
PROV2524;Wake;Wake;Wake;;Atol鏮 de Wake;;;;;;;;;
PROV2525;Marcus;Marcus;Marcus;;Marcus;;;;;;;;;
PROV2527;Gilbert Islands;姤es Gilbert;Gilbertinseln;;Islas Gilbert;;;;;;;;;
PROV2528;Port Moresby;Port Moresby;Port Moresby;;Port Moresby;;;;;;;;;
PROV2529;Kerema;Kerema;Kerema;;Kerema;;;;;;;;;
PROV2530;Lae;Lae;Lae;;Lae;;;;;;;;;
PROV2531;Madang;Madang;Madang;;Madang;;;;;;;;;
PROV2532;Forte S緌 Joaquim;Forte de S緌 Joaquim;Forte Sao Joaquim;;Forte Sao Joaquim;;;;;;;;;
PROV2534;Solomon Islands;姤es Salomon;Solomonen;;Islas Solomon;;;;;;;;;
PROV2535;New Hebrides;New Hebrides;Neue Hebriden;;Nuevas H嶵ridas;;;;;;;;;
PROV2536;Santa Cruz Islands;姤es Santa Cruz ;Santa Cruz-Inseln;;Islas de Santa Cruz;;;;;;;;;
PROV2539;Bougainville;Bougainville;Bougainville;;Bougainville;;;;;;;;;
PROV2540;Tonga;Tonga;Tonga;;Tonga;;;;;;;;;
PROV2541;Ellice Islands;姤es Ellice;Ellice-Inseln;;Islas Ellice;;;;;;;;;
PROV2542;Wallis and Futuna;Wallis-et-Futuna;Wallis und Futuna;;Wallis y Futuna;;;;;;;;;
PROV2543;Apia;Apia;Apia;;Apia;;;;;;;;;
PROV2544;Pago Pago;Pago Pago;Pago Pago;;Pago Pago;;;;;;;;;
PROV2545;Rarotonga;Rarotonga;Rarotonga;;Rarotonga;;;;;;;;;
PROV2546;Tongareva;Tongareva;Tongareva;;Tongareva;;;;;;;;;
PROV2547;Tokelau;Tokelau;Tokelau;;Tokelau;;;;;;;;;
PROV2549;Tarauac?Tarauaca;Tarauaca;;Tarauaca;;;;;;;;;
PROV2550;Forte do Pr璯cipe;Forte do Principe;Forte do Principe;;Forte do Pr璯cipe;;;;;;;;;
PROV2551;Marquesas;Marquises;Marquesas;;Marquesas;;;;;;;;;
PROV2552;Pitcairn;Pitcairn;Pitcairn;;Pitcairn;;;;;;;;;
PROV2553;Tuamotus;Tuamotus;Tuamotus;;Tuamotus;;;;;;;;;
PROV2555;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;
PROV2556;Asheville;Asheville;Asheville;;Asheville;;;;;;;;;
PROV2559;Suhaj;Suhaj;Suhaj;;Suhaj;;;;;;;;;
PROV2560;Darmstadt;Darmstadt;Darmstadt;;Darmstadt;;;;;;;;;
PROV2561;Siegburg;Siegburg;Siegburg;;Siegburg;;;;;;;;;
PROV2563;Safi;Safi;Safi;;Safi;;;;;;;;;
PROV2565;Cebu;Cebu;Cebu;;Cebu;;;;;;;;;
PROV2566;Agartala;Agartala;Agartala;;Agartala;;;;;;;;;
PROV2567;Gaeta;Gaeta;Gaeta;;Gaeta;;;;;;;;;
PROV2568;Lugano;Lugano;Lugano;;Lugano;;;;;;;;;
PROV2569;Niksik;;;;;;;;;;;;;
PROV2570;Beauvais;Beauvais;Beauvais;;Beauvais;;;;;;;;;
PROV2571;Tauranga;Tauranga;Tauranga;;Tauranga;;;;;;;;;
PROV2572;Nan;Nan;Nan;;Nan;;;;;;;;;
PROV2573;Mboul;Mboul;Mboul;;Mboul;;;;;;;;;
PROV2574;Mochudi;Mochudi;Mochudi;;Mochudi;;;;;;;;;
PROV2575;Ipoh;Ipoh;Ipoh;;Ipoh;;;;;;;;;
PROV2576;Natuna;Natuna;Natuna;;Natuna;;;;;;;;;
PROV2578;Tacna;Tacna;Tacna;;Tacna;;;;;;;;;
PROV2579;Truk;Truk;Truk;;Truk;;;;;;;;;
PROV2583;Cetinje;Cetinje;Cetinje;;Cetinje;;;;;;;;;
PROV2587;K鏊a;K鏊a;K鏊a;;K鏊a;;;;;;;;;
PROV2588;Onega;Onega;Onega;;Onega;;;;;;;;;
PROV2592;Ungava;Ungava;Ungava;;Ungava;;;;;;;;;
PROV2593;Fort George;Fort George;Fort George;;Fort George;;;;;;;;;
PROV2596;Fort Resolution;Fort Resolution;Fort Resolution;;Fort Resolution;;;;;;;;;
PROV2597;Fort Vermilion;Fort Vermilion;Fort Vermilion;;Fort Vermilion;;;;;;;;;
PROV2598;Fort Liard;Fort Liard;Fort Liard;;Fort Liard;;;;;;;;;
PROV2600;Altamira;Altamira;Altamira;;Altamira;;;;;;;;;
PROV2602;Roebourne;Roebourne;Roebourne;;Roebourne;;;;;;;;;
PROV2604;Normanton;Normanton;Normanton;;Normanton;;;;;;;;;
PROV2608;Khatgal;Khatgal;Khatgal;;Khatgal;;;;;;;;;
PROV2610;Uralsk;Uralsk;Uralsk;;Uralsk;;;;;;;;;
PROV2611;Turgay;Turgay;Turgay;;Turgay;;;;;;;;;
PROV2612;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;
PROV2615;Krasnoselkup;Krasnoselkup;Krasnoselkup;;Krasnoselkup;;;;;;;;;
PROV2616;Tilichiki;Tilichiki;Tilichiki;;Tilichiki;;;;;;;;;
PROV2617;Saghalian Oula;Saghalian Oula;Saghalian Oula;;Saghalian Oula;;;;;;;;;
PROV2618;Talaya;Talaya;Talaya;;Talaya;;;;;;;;;
PROV2621;Srednekolymsk;Srednekolymsk;Srednekolymsk;;Srednekolymsk;;;;;;;;;
PROV2623;Midway Island;姤e Midway;Midway;;Isla de Midway;;;;;;;;;
PROV2624;Loango;Loango;Loango;;Loango;;;;;;;;;
PROV2633;Ossora;Ossora;Ossora;;Ossora;;;;;;;;;
PROV2635;Kariba;Kariba;Kariba;;Kariba;;;;;;;;;
PROV2641;Ayan;Ayan;Ayan;;Ayan;;;;;;;;;
PROV2642;Ust Nera;Ust Nera;Ust Nera;;Ust Nera;;;;;;;;;
PROV2644;Olyekminsk;Olyekminsk;Olyekminsk;;Olyekminsk;;;;;;;;;
PROV2648;Yakutsk;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;
PROV2650;Nyurba;Nyurba;Nyurba;;Nyurba;;;;;;;;;
PROV2652;Kular;Kular;Kular;;Kular;;;;;;;;;
PROV2653;Saskylah;Saskylah;Saskylah;;Saskylah;;;;;;;;;
PROV2655;Tura;Tura;Tura;;Tura;;;;;;;;;
PROV2663;Kamenskoye;Kamenskoye;Kamenskoye;;Kamenskoye;;;;;;;;;
PROV2672;Pokrovsk;Pokrovsk;Pokrovsk;;Pokrovsk;;;;;;;;;
PROV2676;Kirensk;Kirensk;Kirensk;;Kirensk;;;;;;;;;
PROV2678;Bulgan;Bulgan;Bulgan;;Bulgan;;;;;;;;;
PROV2679;Khovd;Khovd;Khovd;;Khovd;;;;;;;;;
PROV2684;Yar Sale;Yar Sale;Yar Sale;;Yar Sale;;;;;;;;;
PROV2687;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;
PROV2688;Inta;Inta;Inta;;Inta;;;;;;;;;
PROV2692;Kostino;Kostino;Kostino;;Kostino;;;;;;;;;
PROV2694;Vanavara;Vanavara;Vanavara;;Vanavara;;;;;;;;;
PROV2695;Mukhtuya;Mukhtuya;Mukhtuya;;Mukhtuya;;;;;;;;;
PROV2696;Aldan;Aldan;Aldan;;Aldan;;;;;;;;;
PROV2699;Izhma;Izhma;Izhma;;Izhma;;;;;;;;;
PROV2700;Usogorsk;Usogorsk;Usogorsk;;Usogorsk;;;;;;;;;
PROV2703;V鄚ern;V鄚ern;V鄚ern;;V鄚ern;;;;;;;;;
PROV2704;V酹tern;V酹tern;V酹tern;;V酹tern;;;;;;;;;
PROV2705;Gulf of Bothnia;Golfe de Bothnia;Bothnischer Meerbusen;;Golfo de Botnia;;;;;;;;;
PROV2706;儻ands Hav;Mer d'儻and;儻ands Hav;;Mar de 儻and;;;;;;;;;
PROV2707;Gulf of Finland;Golfe de Finlande;Finnischer Meerbusen;;Golfo de Finlandia;;;;;;;;;
PROV2708;Western Baltic Sea;Mer Baltique occidentale;Westliche Ostsee;;Mar B嫮tico Occidental;;;;;;;;;
PROV2709;Gulf of Riga;Golfe de Riga;Golf von Riga;;Golfo de Riga;;;;;;;;;
PROV2710;Southern Baltic Sea;Mer Baltique m廨idionale;Sliche Ostsee;;Mar B嫮tico Meridional;;;;;;;;;
PROV2713;Peipsi J酺v;Peipsi J酺v;Peipsi J酺v;;Peipsi J酺v;;;;;;;;;
PROV2714;Ladoga;Ladoga;Ladoga;;Lago Ladoga;;;;;;;;;
PROV2715;Onega;Onega;Onega;;Onega;;;;;;;;;
PROV2716;White Sea;Mer Blanche;Wei羥eer;;Mar Blanco;;;;;;;;;
PROV2717;Lofoten Sea;Mer Lofoten;Lofotensee;;Mar de Lofoten;;;;;;;;;
PROV2718;Northern Norwegian Sea;Mer de Norv銶e septentrionale;N顤dliches Europ鄜sches Nordmeer;;Mar de Noruega septentrional;;;;;;;;;
PROV2719;Southern Norwegian Sea;Mer de Norv銶e m廨idionale;Sliches Europ鄜sches Nordmeer;;Mar de Noruega meridional;;;;;;;;;
PROV2720;Skagerrack;Skagerrack;Skagerrak;;Skagerrack;;;;;;;;;
PROV2722;Coast of Holland;C矌e hollandaise;Kte von Holland;;Costa de Holland;;;;;;;;;
PROV2723;Dogger Bank;Banc de Dogger;Doggerbank;;Dogger Bank;;;;;;;;;
PROV2724;Straits of Dover;D彋roit de Douvres;Stra絽 von Dover;;Estrecho de Dover;;;;;;;;;
PROV2725;The Channel;La Manche;Der Kanal;;El Canal;;;;;;;;;
PROV2726;Lands End;Lands End;Lands End;;Lands End;;;;;;;;;
PROV2727;Coast of Britanny;C矌e bretonne;Bretonische Kte;;Costa de Breta鎙;;;;;;;;;
PROV2728;Quiberon Bay;Baie de Quiberon;Bucht von Quiberon;;Bah燰 de Quiberon;;;;;;;;;
PROV2729;Cote D'Argent;C矌e d'Argent;Cote D'Argent;;Cote D'Argent;;;;;;;;;
PROV2730;Bay of Biscay;Baie de Gascogne;Bucht von Biskaya;;Golfo de Vizcaya;;;;;;;;;
PROV2731;Cantabrian Sea;Mer Cantabrique;Kantabrische See;;Mar Cant墎rico;;;;;;;;;
PROV2732;Tyne;Tyne;Tyne;;Tyne;;;;;;;;;
PROV2733;Firth of Forth;Firth of Forth;Firth of Forth;;Estuario de Forth;;;;;;;;;
PROV2734;The North Sea;Mer du Nord;Nordsee;;Mar del Norte;;;;;;;;;
PROV2735;Moray Firth;Moray Firth;Moray Firth;;Moray Firth;;;;;;;;;
PROV2736;North Channel;Canal du nord;North Channel;;Canal del Norte;;;;;;;;;
PROV2737;Irish Sea;Mer d'Irlande;Irische See;;Mar de Irlanda;;;;;;;;;
PROV2738;St. George's Channel;Canal Saint-Georges;St. George's Channel;;Canal de St. George;;;;;;;;;
PROV2739;Donegal Bay;Baie de Donegal;Donegal Bay;;Bah燰 de Donegal;;;;;;;;;
PROV2740;Dingle Bay;Baie de Dingle;Dingle Bay;;Bah燰 de Dingle;;;;;;;;;
PROV2741;Celtic Sea;Mer Celtique;Keltische See;;Mar C幨tico;;;;;;;;;
PROV2742;Western Approaches;Abords occidentaux;Western Approaches;;Atl嫕tico Occidental;;;;;;;;;
PROV2743;Finisterre Bay;Baie de Finisterre;Bucht von Finisterre;;Bah燰 de Finisterre;;;;;;;;;
PROV2744;Lusitanian Sea;Mer Lusitanienne;Lusitanische See;;Mar de Lusitania;;;;;;;;;
PROV2745;Gulf of Cadiz;Golfe de Cadix;Golf von Cadiz;;Golfo de C墂iz;;;;;;;;;
PROV2746;Straits of Gibraltar;D彋roit de Gibraltar;Stra絽 von Gibraltar;;Estrecho de Gibraltar;;;;;;;;;
PROV2747;Gulf of Almer燰;Golfe d'Almeira;Golf von Almeira;;Golfo de Almer燰;;;;;;;;;
PROV2748;Gulf of Valencia;Golfe de Valence;Golf von Valencia;;Golfo de Valencia;;;;;;;;;
PROV2749;Gulf of Lion;Golfe du Lion;Golf von Lion;;Golfo de Le鏮;;;;;;;;;
PROV2750;Cote D'Azur;C矌e d'Azur;Cote D'Azur;;Costa Azul;;;;;;;;;
PROV2751;Ligurian Sea;Mer Ligure;Ligurische See;;Mar de Liguria;;;;;;;;;
PROV2752;Gulf of Mallorca;Golfe de Majorque;Golf von Mallorca;;Golfo de Mallorca;;;;;;;;;
PROV2753;Western Mediterranean;M嶮iterran嶪 occidentale;Westliches Mittelmeer;;Mediterr嫕eo Occidental;;;;;;;;;
PROV2754;Barbary Coast;C矌e barbare;Barbary-Kte;;Costa de Berber燰;;;;;;;;;
PROV2755;Cape Bon;Cap Bon;Cape Bon;;Cape Bon;;;;;;;;;
PROV2756;Tyrrhenian Sea;Mer Tyrrh幯ienne;Tyrrhenische See;;Mar Tirreno;;;;;;;;;
PROV2757;Bay of Naples;Baie de Naples;Bucht von Neapel;;Bah燰 de N嫚oles;;;;;;;;;
PROV2758;Gulf of Gabes;Golfe de Gab鋊;Golf von Gabes;;Golfo de Gabes;;;;;;;;;
PROV2759;Malta Channel;Canal de Malte;Maltakanal;;Canal de Malta;;;;;;;;;
PROV2760;Straits of Messina;D彋roit de Messine;Stra絽 von Messina;;Estrecho de Messina;;;;;;;;;
PROV2761;Gulf of Venice;Golfe de Venise;Golf von Venedig;;Golfo de Venecia;;;;;;;;;
PROV2762;Adriatic Sea;Mer Adriatiaque;Adria;;Mar Adri嫢ico;;;;;;;;;
PROV2763;Straits of Otranto;D彋roit d'Otrante ;Stra絽 von Otranto;;Estrecho de Otranto;;;;;;;;;
PROV2764;Gulf of Taranto;Golfe de Tarente;Golf von Taranto;;Golfo de Tarento;;;;;;;;;
PROV2765;Ionian Sea;Mer Ionienne;Ionisches Meer;;Mar J鏮ico;;;;;;;;;
PROV2766;Gulf of Sirte;Golfe de Syrte;Golf von Sirte;;Golfo de Sirte;;;;;;;;;
PROV2767;Gulf of Tobruk;Golfe de Tobrouk;Golf von Tobruk;;Golfo de Tobruk;;;;;;;;;
PROV2768;Bay of Alexandria;Baie d'Alexandrie;Bucht von Alexandria;;Bah燰 de Alejandria;;;;;;;;;
PROV2769;Palestinian Coast;C矌e palestinienne;Kte von Pal酲tina;;Costa de Palestina;;;;;;;;;
PROV2770;Gulf of Cyprus;Golfe de Chypre;Golf von Cyprus;;Golfo de Chipre;;;;;;;;;
PROV2771;Sea of Crete;Mer de Cr鋈e;Kretisches Meer;;Mar de Creta;;;;;;;;;
PROV2772;Aegean Sea;Mer Eg嶪;朧鄜s;;Mar Egeo;;;;;;;;;
PROV2773;Sea of Marmara;Mer de Marmara;See von Marmara;;Mar de M嫫mara;;;;;;;;;
PROV2774;Gulf of Varna;Golfe de Varna;Golf von Varna;;Golfo de Varna;;;;;;;;;
PROV2775;Gulf of Odessa;Golfe d'Odessa;Golf von Odessa;;Golfo de Odessa;;;;;;;;;
PROV2776;Sea of Azov;Mer d'Azov;Asowsches Meer;;Mar de Azov;;;;;;;;;
PROV2777;Eastern Black Sea;Mer Noire orientale;珺tliches Schwarzmeer;;Mar Negro oriental;;;;;;;;;
PROV2778;Lake Balaton;Lac Balaton;Balaton-See;;Lago Balat鏮;;;;;;;;;
PROV2779;Caspian Sea;Mer Caspienne;Kaspisches Meer;;Mar Caspio;;;;;;;;;
PROV2780;Aral Sea;Mer d'Aral;Aralsee;;Mar de Aral;;;;;;;;;
PROV2781;Gulf of Suez;Golfe de Suez;Golf von Suez;;Golfo de Suez;;;;;;;;;
PROV2782;Red Sea;Mer Rouge;Rotes Meer;;Mar Rojo;;;;;;;;;
PROV2783;Straits of Obokk;D彋roit d'Obock;Stra絽 von Obokk;;Estrecho de Obokk;;;;;;;;;
PROV2784;Bal el Mandeb;Bab-el-Mandeb;Bal el Mandeb;;Bal el Mandeb;;;;;;;;;
PROV2785;Coast of Mascate;C矌e de Mascate ;Kte von Mascate;;Costa de Mascate;;;;;;;;;
PROV2788;Persian Gulf;Golfe Persique;Persischer Golf;;Golfo P廨sico;;;;;;;;;
PROV2789;Gulf of Indus;Golfe de l'Indus;Golf von Indus;;Golfo del Indo;;;;;;;;;
PROV2790;Gulf of Gujarat;Golfe du Gujarat;Golf von Gujarat;;Golfo de Gujarat;;;;;;;;;
PROV2791;Laquedive Islands;姤es Laquedives;Laquedive-Inseln;;Islas Laquedivas;;;;;;;;;
PROV2792;Coast of Malabar;C矌e de Malabar;Kte von Malabar;;Costa de Malabar;;;;;;;;;
PROV2793;Comorin Cape;Cap Comorin;Kap Comorin;;Cabo Comorin;;;;;;;;;
PROV2794;Coast of Caramandel;C矌e de Caramandel;Kte von Caramandel;;Costa de Caramandel;;;;;;;;;
PROV2795;Coast of Orissa;C矌e d'Orissa;Kte von Orissa;;Costa de Orissa;;;;;;;;;
PROV2796;Ganges Delta;Delta du Gange;Gangesdelta;;Delta del Ganges;;;;;;;;;
PROV2797;Akyab Bay;Baie d'Akyab;Akyab-Bucht;;Bah燰 de Akyab;;;;;;;;;
PROV2798;Irrawady Delta;Delta d'Irrawaddy;Irrawadydelta;;Delta de Irrawady;;;;;;;;;
PROV2799;Andaman Sea;Mer d'Andaman;Andaman-See;;Mar de Andam嫕;;;;;;;;;
PROV2800;Mergui Archipelago;Archipel de Mergui ;Mergui-Archipel;;Archipi幨ago de Mergui;;;;;;;;;
PROV2801;Straits of Malacca;D彋roit de Malacca;Stra絽 von Malacca;;Estrecho de Malacca;;;;;;;;;
PROV2804;Coast of Sumatra;C矌e de Sumatra;Kte von Sumatra;;Costa de Sumatra;;;;;;;;;
PROV2805;Sunda Strait;D彋roit de Sunda ;Sundastra絽;;Estrecho de Sunda;;;;;;;;;
PROV2806;Coast of Java;C矌e de Java;Kte von Java;;Costa de Java;;;;;;;;;
PROV2808;Straits of Lombok;D彋roit de Lombok;Stra絽 von Lombok;;Estrecho de Lombok;;;;;;;;;
PROV2809;Timor Sea;Mer de Timor;Timorsee;;Mar de Timor;;;;;;;;;
PROV2812;Straits of Makassar;D彋roit de Makassar;Stra絽 von Makassar;;Estrecho de Makassar;;;;;;;;;
PROV2815;Malayan Sea;Mer de Malaisie;Malayasee;;Mar de Malasia;;;;;;;;;
PROV2816;Coast of Sarawak;C矌e de Sarawak;Kte von Sarawak;;Costa de Sarawak;;;;;;;;;
PROV2817;Mekong Delta;Delta du M幧ong;Mekongdelta;;Delta del Mekong;;;;;;;;;
PROV2818;Gulf of Siam;Golfe du Siam;Golf von Siam;;Golfo de Siam;;;;;;;;;
PROV2819;Cam Ranh Bay;Baie de Cam Ranh;Cam Ranh Bay;;Bah燰 de Cam Ranh;;;;;;;;;
PROV2820;South China Sea;Mer de Chine m廨idionale;Schinesisches Meer;;Mar de la China meridional;;;;;;;;;
PROV2821;Coast of Brunei;C矌e du Brunei;Kte von Brunei;;Costa de Brunei;;;;;;;;;
PROV2822;Coast of Annam;C矌e d'Annam;Kte von Annam;;Costa de Annam;;;;;;;;;
PROV2823;Gulf of Tonkin;Golfe du Tonkin;Golf von Tonkin;;Golfo de Tonk璯;;;;;;;;;
PROV2824;Guangzhou Bay;Baie de Canton;Guangzhou Bay;;Bah燰 de Guangzhou;;;;;;;;;
PROV2825;Taiwan Strait;D彋roit de Ta鵁an;Taiwanstra絽;;Estrecho de Taiwan;;;;;;;;;
PROV2826;Yang Tse Delta;Delta du Yangts?Yangtsedelta;;Delta del Yang Tse;;;;;;;;;
PROV2827;Yellow Sea;Mer Jaune;gelbes Meer;;Mar Amarillo;;;;;;;;;
PROV2828;Korea Bay;Baie de Cor嶪;Koreanische Bucht;;Bah燰 de Corea;;;;;;;;;
PROV2829;South Korean Sea;Mer de Cor嶪 m廨idionale;Skoreanisches Meer;;Mar de Corea del Sur;;;;;;;;;
PROV2832;Tatar Straits;D彋roit des Tatars;Tatarstra絽;;Estrecho de Tatar;;;;;;;;;
PROV2833;Amur Delta;Delta d'Amur;Amurdelta;;Delta del Amur;;;;;;;;;
PROV2835;Bay of Komenskoie;Baie de Komenskoie;Bucht von Komenskoie;;Bah燰 de Komenskoie;;;;;;;;;
PROV2840;Tsugaru Strait;D彋roit de Tsugaru ;Tsugarustra絽;;Estrecho de Tsugaru ;;;;;;;;;
PROV2841;Sea of Japan;Mer du Japon;Japanisches Meer;;Mar del Jap鏮;;;;;;;;;
PROV2842;Amakusa Sea;Mer d'Amakusa ;Amakusa-See;;Mar de Amakusa;;;;;;;;;
PROV2844;Tokai Sea;Mer du Tokai;Tokaisee;;Mar de Tokai;;;;;;;;;
PROV2845;Ryukyu Islands;姤es Ryukyu;Ryukyu-Inseln;;Islas Ryukyu;;;;;;;;;
PROV2846;Luzon Strait;D彋roit de Lu蔞n;Luzonstra絽;;Estrecho de Luz鏮;;;;;;;;;
PROV2847;Paracel Islands;姤es Paracel;Paracelinseln;;Islas Paracel;;;;;;;;;
PROV2848;Manila Bay;Baie de Manille;Bucht von Manila;;Bah燰 de Manila;;;;;;;;;
PROV2849;Coast of Luzon;C矌e de Lu蔞n;Kte von Luzon;;Costa de Luzon;;;;;;;;;
PROV2850;Gulf of Leyte;Golfe de Leyte;Golf von Leyte;;Golfo de Leyte;;;;;;;;;
PROV2851;Sulu Sea;Mer de Sulu;Sulusee;;Mar de Sul?;;;;;;;;
PROV2854;Sea of Banda;Mer de Banda;See von Banda;;Mar de Banda;;;;;;;;;
PROV2855;Philippine Sea;Mer des Philippines;Philippinische See;;Mar de Filipinas;;;;;;;;;
PROV2858;Vilian Strait;D彋roit de Vilian;Vilianstra絽;;Estrecho de Vilian ;;;;;;;;;
PROV2859;Trobrian Islands;姤es Trobriand;Trobrian-Inseln;;Islas Trobrian;;;;;;;;;
PROV2860;Torres Strait;D彋roit de Torres;Torresstra絽;;Estrecho de Torres;;;;;;;;;
PROV2861;Arafuam Sea;Mer d'Arafuam;Arafuam-See;;Mar de Arafuam ;;;;;;;;;
PROV2863;Gulf of Carpentaria;Golfe de Carpentarie ;Gof von Carpentaria;;Golfo de Carpentaria;;;;;;;;;
PROV2864;Great Barrier Reef;Grande barri鋨e de corail;Gro絽s Barrier-Riff;;Gran Barrera de Arrecifes;;;;;;;;;
PROV2865;Capricorn Bay;Baie du Capricorne;Capricorn-Bucht;;Bah燰 de Capricorn ;;;;;;;;;
PROV2866;Cape Howe;Cap Howe;Cape Howe;;Cabo Howe;;;;;;;;;
PROV2867;Bass Strait;D彋roit de Bass;Bass-Stra絽;;Estrecho de Bass;;;;;;;;;
PROV2868;Kangaroo Island;姤e Kangourou;Kangaroo Island;;Isla de los Canguros;;;;;;;;;
PROV2869;Great Australian Bight;Grande baie australienne;Gro絽 Australische Bucht;;Gran Bah燰 Australiana;;;;;;;;;
PROV2870;Cape Leeuwin;Cap Leeuwin;Cape Leeuwin;;Cabo Leeuwin;;;;;;;;;
PROV2871;Shark Bay;Baie Shark;Shark Bay;;Bah燰 del Tibur鏮;;;;;;;;;
PROV2872;Northwest Cape;Cap Nord-Ouest;Northwest Cape;;Cabo Noroeste;;;;;;;;;
PROV2873;King Sound;King Sound;King Sound;;King Sound;;;;;;;;;
PROV2874;Tasman Plateau;Plateau de Tasmanie;Tasmanische Plateau;;Plataforma de Tasman;;;;;;;;;
PROV2875;Toogee Ridge;La cr皻e de Toogee;Toogee Grat;;Cresta de Toogee;;;;;;;;;
PROV2876;Cook Strait;D彋roit de Cook;Cookstra絽;;Estrecho de Cook;;;;;;;;;
PROV2877;Northern Tasman Sea;Mer de Tasmanie septentrionale;N顤dliche Tasmanische See;;Mar de Tasmania Septentrional;;;;;;;;;
PROV2878;Cape Farewell;Cap Farvel;Cape Farewell;;Cabo Farewell;;;;;;;;;
PROV2879;Coast of New Zealand;C矌e de la Nouvelle-Z幨ande;Kte von Neuseeland;;Costa de Nueva Zelanda;;;;;;;;;
PROV2880;Southern Tasman Sea;Sud de la mer Tasman;Sliche Tasmanische See;;Sur del mar de Tasmania;;;;;;;;;
PROV2881;Canterbury Bight;Canterbury Bight;Canterbury-Bucht;;Canterbury Bight;;;;;;;;;
PROV2882;New Caledonian Sea;Mer de Nouvelle-Cal嶮onie;Neukaledonische See;;Mar de Nueva Caledonia;;;;;;;;;
PROV2883;Coral Sea;Mer de Corail;Korallensee;;Mar del Coral;;;;;;;;;
PROV2884;Gilbert Sea;Mer de Gilbert;Gilbertsee;;Mar de Gilbert;;;;;;;;;
PROV2885;Solomon Sea;Mer des Salomon;Solomon-See;;Mar de las Salom鏮;;;;;;;;;
PROV2886;Nauru Island;姤e de Nauru;Nauru;;Isla de Nauru ;;;;;;;;;
PROV2887;Melanesia Sea;Mer de M幨an廥ie;Melanesische See;;Mar de Melanesia ;;;;;;;;;
PROV2888;Micronesia Sea;Mer de Micron廥ie;Mikronesische See;;Mar de Micronesia ;;;;;;;;;
PROV2889;Philippine Trench;Faille Philippine;Philippinengraben;;Fosa de las Filipinas;;;;;;;;;
PROV2890;Philippine Basin;Bassin Philipin;Philippinenbecken;;Cuenca de las Filipinas;;;;;;;;;
PROV2891;Tinian Sea;Mer de Tinian;Tinian-See;;Mar de Tinian;;;;;;;;;
PROV2892;Iwo Jima Sea;Mer d'Iwo Jima;Iwo Jima-See;;Mar de Iwo Jima ;;;;;;;;;
PROV2893;Taihei Ocean;Oc嶧n de Taihei;Taihei-Ozean;;Oc嶧no de Taihei;;;;;;;;;
PROV2894;The Kuriles;姤es Kouriles;Kurilen;;Las Kuriles;;;;;;;;;
PROV2895;Bay of Uka;Baie d'Uka;Bucht von Uka;;Bah燰 de Uka;;;;;;;;;
PROV2896;Bay of Oljut;Baie d'Oljut;Bucht von Oljut;;Bah燰 de Oljut;;;;;;;;;
PROV2897;Bay of Anadyr;Baie d'Anadyr;Bucht von Anadyr;;Bah燰 de Anadyr;;;;;;;;;
PROV2898;Yekaterina Plains;Plaines d'Ekaterina;Jekaterina-Ebene;;Litoral de Yekaterina;;;;;;;;;
PROV2899;Horn of Africa;Corne de l'Afrique;Horn von Afrika;;Cuerno de 繈rica;;;;;;;;;
PROV2900;Coast of Pepper;C矌e de Pepper;Pfefferkte;;Costa de la Pimienta;;;;;;;;;
PROV2901;Zanzibar Strait;Canal de Zanzibar;Sansibarstra絽;;Estrecho de Zanz燢ar;;;;;;;;;
PROV2902;Mozambique Channel;Canal du Mozambique;Mosambik-Kanal;;Canal de Mozambique;;;;;;;;;
PROV2903;Diego Suarez Bay;Baie de Diego-Suarez;Diego Suarez-Bucht;;Bah燰 de Diego Su嫫ez ;;;;;;;;;
PROV2904;Western Arabian Sea;Mer d'Arabie occidentale;Westarabische See;;Mar Ar墎igo occidental;;;;;;;;;
PROV2905;Eastern Arabian Sea;Mer d'Arabie orientale;Ostarabische See;;Mar Ar墎igo oriental;;;;;;;;;
PROV2906;The Seychelles;Seychelles;Seychellen;;Las Seychelles;;;;;;;;;
PROV2907;Coast of Tamatave;C矌e de Tamatave;Kte von Tamatave;;Costa de Tamatave;;;;;;;;;
